process,name,timestamp,running_time,idle_time,uart_transmit_calls,uart_receive_calls,i2c_read_calls,i2d_write_calls,spi_transfer_calls,gpio_interrupt_calls,adc_read_calls,sleep_calls
2,stepper,40002,439,39563,0,0,0,0,215,215,0,215
3,gcode_parser,40002,5564,34438,2126,2126,0,0,0,0,0,2126
4,power,40002,27754,12248,2626,2626,0,0,5252,0,0,674882
0,gcode_parser,40502,1269,39233,3976,3976,0,0,0,0,0,3976
1,status_led,40502,58,40444,0,0,0,0,0,17,0,17
2,safety,40502,39229,1273,0,0,0,0,0,436956,145652,145652
0,safety,41002,27185,13817,0,0,0,0,0,380280,126760,126760
1,gcode_parser,41002,923,40079,3460,3460,0,0,0,0,0,3460
2,power,41002,12894,28108,4275,4275,0,0,8550,0,0,1098675
0,stepper,41502,593,40909,0,0,0,0,252,252,0,252
1,power,41502,34312,7190,3080,3080,0,0,6160,0,0,791560
2,status_led,41502,2,41500,0,0,0,0,0,11,0,11
3,gcode_parser,41502,6419,35083,2497,2497,0,0,0,0,0,2497
4,temp_monitor,41502,259,41243,100,0,0,0,0,0,101,100
0,network,42002,42002,0,10999,11001,0,0,21999,0,0,2826925
0,network,42502,14932,27570,6104,6104,0,0,12208,0,0,1568728
1,safety,42502,27570,14932,0,0,0,0,0,542983,180994,180994
0,safety,43002,42895,107,0,0,0,0,0,362112,120704,120704
1,status_led,43002,3,42999,0,0,0,0,0,14,0,14
2,stepper,43002,55,42947,0,0,0,0,332,332,0,332
3,temp_monitor,43002,196,42806,132,0,0,0,0,0,133,132
0,stepper,43502,571,42931,0,0,0,0,580,580,0,580
1,power,43502,42953,549,7097,7097,0,0,14194,0,0,1823929
0,safety,44002,42685,1317,0,0,0,0,0,474699,158233,158233
1,gcode_parser,44002,1271,42731,4319,4320,0,0,0,0,0,4319
2,temp_monitor,44002,46,43956,173,0,0,0,0,0,174,173
0,temp_monitor,44502,44502,0,577,0,0,0,0,0,579,577
